,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
0,"Roth, S. F.","Mattis, J.",,,,Data Characterization for the Intelligent Graphics Presentation,JOUR,"Bonnet, Deborah G.",,,,,,,,,,Packing it in with horizontal bars,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1055,9,15
1,,,,,,How to Measure Performance: A Handbook of Techniques and Tools,JOUR,"Bonnet, Deborah G.",,,,,,,,,,Packing it in with horizontal bars,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1055,9,15
2,"Tufte, E. R.",,,,,The Visual Display of Quantitative Information,JOUR,"Bonnet, Deborah G.",,,,,,,,,,Packing it in with horizontal bars,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1055,9,15
3,"Edlefsen, L. E.","Mauer, C. A.",,,,How to Present Your Data More Effectively with Graphics,JOUR,"Brown, Helen","Marks, Katharyn","Straw, Margret",,,,,,,,Use of graphics to illustrate responses to multipart survey items,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1056,17,24
4,"Hartwig, F.","Dearing, B. E.",,,,Exploring Data Analysis,JOUR,"Brown, Helen","Marks, Katharyn","Straw, Margret",,,,,,,,Use of graphics to illustrate responses to multipart survey items,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1056,17,24
5,"Sullivan, T. J.",,,,,Applied Sociology,JOUR,"Brown, Helen","Marks, Katharyn","Straw, Margret",,,,,,,,Use of graphics to illustrate responses to multipart survey items,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1056,17,24
6,"Beckford, I. A.","Cooley, W. W.",,,,The Racial Achievement Gap in Pennsylvania: Pennsylvania Educational Policy Studies Report #18,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
7,"Bertin, J.",,,,,"Seminology of Graphics: Diagrams, Networks, Maps",JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
8,"Cleveland, W. S.",,,,,"Graphical Methods for Data Presentations: Full Scale Breaks, Dot Charts, and Multibased Logging",JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
9,"Corcoran, T.","Goertz, M.",,,,Instructional Capacity and High-Performance Standards,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
10,"Henry, G. T.",,,,,Graphing Data: Techniques for Display and Analysis,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
11,"Henry, G. T.",,,,,"Community Accountability: A Theory of Information, Accountability, and School Improvement",JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
12,"Henry, G. T.","Glymph, A.",,,,Toward Accountability and Improvement: Reporting Performance Indicators by Race,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
13,"Henry, G. T.",,,,,Council for School Performance: 1995 Annual Report,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
14,"Herrnstein, R. J.","Murray, C.",,,,The Bell Curve: Intelligence and Class Structure in American Life,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
15,"Hilliard, A. G., III.",,,,,Either a Paradigm Shift or No Mental Measurement,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
16,,,,,,Mathematics Report Card for the Nation and the States,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
17,,,,,,NAEP Reading: A First Look. Findings from the National Assessment of Educational Progress,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
18,"Simpson, E. H.",,,,,The Interpretation of Interaction Contingency Tables,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
19,"Tufte, E. H.",,,,,The Visual Display of Quantitative Information,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
20,"Wainer, H.",,,,,Minority Contributions to the SAT Score Turnaround: An Example of Simpson's Paradox,JOUR,"Parker, Edward A.","Mortillaro, Louis J.",,,,,,,,,Graphical presentation of multilevel data: Table versus flowchart format,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1057,25,30
21,"Chambers, J. M.","Cleveland, W. S.","Kleiner, B.","Tukey, P. A.",,Graphical Methods for Data Analysis,JOUR,"Glymph, Alvin","Henry, Gary T.",,,,,,,,,Comparing performance: Simpson's paradox and analyzing outcomes,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1058,33,41
22,"Cleveland, W. S.",,,,,The Elements of Graphing Data,JOUR,"Glymph, Alvin","Henry, Gary T.",,,,,,,,,Comparing performance: Simpson's paradox and analyzing outcomes,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1058,33,41
23,"Cleveland, W. S.",,,,,Visualizing Data,JOUR,"Glymph, Alvin","Henry, Gary T.",,,,,,,,,Comparing performance: Simpson's paradox and analyzing outcomes,New Directions for Evaluation,1997,73,1097-6736,https://doi.org/10.1002/ev.1058,33,41
